Time (s) Run #10	Position (m) Run #10
0,0000	0,3404
0,0500	0,3384
0,1000	0,3363
0,1500	0,3359
0,2000	0,3361
0,2500	0,3366
0,3000	0,3373
0,3500	0,3385
0,4000	0,3402
0,4500	0,3421
0,5000	0,3443
0,5500	0,3467
0,6000	0,3491
0,6500	0,3515
0,7000	0,3538
0,7500	0,3558
0,8000	0,3579
0,8500	0,3596
0,9000	0,3610
0,9500	0,3619
1,0000	0,3622
1,0500	0,3624
1,1000	0,3621
1,1500	0,3614
1,2000	0,3604
1,2500	0,3587
1,3000	0,3569
1,3500	0,3547
1,4000	0,3525
1,4500	0,3502
1,5000	0,3478
1,5500	0,3454
1,6000	0,3432
1,6500	0,3413
1,7000	0,3396
1,7500	0,3380
1,8000	0,3371
1,8500	0,3366
1,9000	0,3364
1,9500	0,3366
2,0000	0,3373
2,0500	0,3385
2,1000	0,3400
2,1500	0,3417
2,2000	0,3438
2,2500	0,3460
2,3000	0,3484
2,3500	0,3508
2,4000	0,3531
2,4500	0,3553
2,5000	0,3574
2,5500	0,3591
2,6000	0,3607
2,6500	0,3617
2,7000	0,3622
2,7500	0,3626
2,8000	0,3622
2,8500	0,3616
2,9000	0,3607
2,9500	0,3592
3,0000	0,3575
3,0500	0,3554
3,1000	0,3533
3,1500	0,3509
3,2000	0,3485
3,2500	0,3461
3,3000	0,3440
3,3500	0,3418
3,4000	0,3401
3,4500	0,3385
3,5000	0,3375
3,5500	0,3368
3,6000	0,3366
3,6500	0,3368
3,7000	0,3373
3,7500	0,3383
3,8000	0,3397
3,8500	0,3414
3,9000	0,3433
3,9500	0,3455
4,0000	0,3477
4,0500	0,3501
4,1000	0,3526
4,1500	0,3546
4,2000	0,3570
4,2500	0,3586
4,3000	0,3605
4,3500	0,3614
4,4000	0,3621
4,4500	0,3624
4,5000	0,3624
4,5500	0,3617
4,6000	0,3612
4,6500	0,3599
4,7000	0,3580
4,7500	0,3561
4,8000	0,3539
4,8500	0,3516
4,9000	0,3492
4,9500	0,3470
5,0000	0,3447
5,0500	0,3425
5,1000	0,3408
5,1500	0,3392
5,2000	0,3380
5,2500	0,3371
5,3000	0,3368
5,3500	0,3368
5,4000	0,3373
5,4500	0,3381
5,5000	0,3393
5,5500	0,3409
5,6000	0,3428
5,6500	0,3448
5,7000	0,3472
5,7500	0,3495
5,8000	0,3517
5,8500	0,3541
5,9000	0,3562
5,9500	0,3581
6,0000	0,3598
6,0500	0,3612
6,1000	0,3619
6,1500	0,3624
6,2000	0,3624
6,2500	0,3619
6,3000	0,3612
6,3500	0,3602
6,4000	0,3583
6,4500	0,3568
6,5000	0,3545
6,5500	0,3523
6,6000	0,3501
6,6500	0,3477
6,7000	0,3454
6,7500	0,3432
6,8000	0,3413
6,8500	0,3397
6,9000	0,3383
6,9500	0,3375
7,0000	0,3370
7,0500	0,3368
7,1000	0,3373
7,1500	0,3380
7,2000	0,3390
7,2500	0,3405
7,3000	0,3422
7,3500	0,3443
7,4000	0,3465
7,4500	0,3489
7,5000	0,3512
7,5500	0,3536
7,6000	0,3557
7,6500	0,3576
7,7000	0,3593
7,7500	0,3610
7,8000	0,3615
7,8500	0,3622
7,9000	0,3624
7,9500	0,3621
8,0000	0,3614
8,0500	0,3605
8,1000	0,3588
8,1500	0,3571
8,2000	0,3551
8,2500	0,3530
8,3000	0,3508
8,3500	0,3483
8,4000	0,3461
8,4500	0,3439
8,5000	0,3420
8,5500	0,3402
8,6000	0,3389
8,6500	0,3378
8,7000	0,3371
8,7500	0,3369
8,8000	0,3371
8,8500	0,3378
8,9000	0,3388
8,9500	0,3402
9,0000	0,3419
9,0500	0,3438
9,1000	0,3460
9,1500	0,3483
9,2000	0,3507
9,2500	0,3529
9,3000	0,3550
9,3500	0,3572
9,4000	0,3588
9,4500	0,3607
9,5000	0,3614
9,5500	0,3621
9,6000	0,3622
9,6500	0,3622
9,7000	0,3616
9,7500	0,3609
9,8000	0,3593
9,8500	0,3578
9,9000	0,3557
9,9500	0,3537
10,0000	0,3514
10,0500	0,3490
10,1000	0,3468
10,1500	0,3446
10,2000	0,3427
10,2500	0,3408
10,3000	0,3394
10,3500	0,3382
10,4000	0,3375
10,4500	0,3371
10,5000	0,3371
10,5500	0,3376
10,6000	0,3385
10,6500	0,3398
10,7000	0,3414
10,7500	0,3433
10,8000	0,3453
10,8500	0,3476
10,9000	0,3500
10,9500	0,3520
11,0000	0,3544
11,0500	0,3565
11,1000	0,3582
11,1500	0,3600
11,2000	0,3612
11,2500	0,3617
11,3000	0,3621
11,3500	0,3622
11,4000	0,3617
11,4500	0,3612
11,5000	0,3599
11,5500	0,3581
11,6000	0,3564
11,6500	0,3542
11,7000	0,3520
11,7500	0,3497
11,8000	0,3475
11,8500	0,3451
11,9000	0,3432
11,9500	0,3413
12,0000	0,3397
12,0500	0,3385
12,1000	0,3376
12,1500	0,3371
12,2000	0,3371
12,2500	0,3376
12,3000	0,3383
12,3500	0,3395
12,4000	0,3409
12,4500	0,3428
12,5000	0,3446
12,5500	0,3471
12,6000	0,3491
12,6500	0,3513
12,7000	0,3538
12,7500	0,3557
