Time (s) Run #1	Position (m) Run #1
0,000	0,23390
0,050	0,22252
0,100	0,21315
0,150	0,20964
0,200	0,21214
0,250	0,22066
0,300	0,23486
0,350	0,25437
0,400	0,27870
0,450	0,30680
0,500	0,33818
0,550	0,37184
0,600	0,40478
0,650	0,43847
0,700	0,47064
0,750	0,50040
0,800	0,52822
0,850	0,55038
0,900	0,56739
0,950	0,57928
1,000	0,58514
1,050	0,58534
1,100	0,57969
1,150	0,56816
1,200	0,55127
1,250	0,52953
1,300	0,50350
1,350	0,47216
1,400	0,43997
1,450	0,40632
1,500	0,37503
1,550	0,34015
1,600	0,30856
1,650	0,28024
1,700	0,25588
1,750	0,23635
1,800	0,22199
1,850	0,21331
1,900	0,21066
1,950	0,21385
2,000	0,22306
2,050	0,23777
2,100	0,25780
2,150	0,28247
2,200	0,31109
2,250	0,34262
2,300	0,37754
2,350	0,40891
2,400	0,44225
2,450	0,47409
2,500	0,50338
2,550	0,52906
2,600	0,55212
2,650	0,56845
2,700	0,57947
2,750	0,58483
2,800	0,58417
2,850	0,57764
2,900	0,56560
2,950	0,54819
3,000	0,52597
3,050	0,49795
3,100	0,46803
3,150	0,43582
3,200	0,40273
3,250	0,37001
3,300	0,33617
3,350	0,30528
3,400	0,27747
3,450	0,25381
3,500	0,23479
3,550	0,22129
3,600	0,21348
3,650	0,21151
3,700	0,21557
3,750	0,22529
3,800	0,24068
3,850	0,26123
3,900	0,28641
3,950	0,31521
4,000	0,34674
4,050	0,38166
4,100	0,41304
4,150	0,44604
4,200	0,47736
4,250	0,50609
4,300	0,53308
4,350	0,55369
4,400	0,56933
4,450	0,57967
4,500	0,58416
4,550	0,58281
4,600	0,57560
4,650	0,56286
4,700	0,54493
4,750	0,52220
4,800	0,49364
4,850	0,46372
4,900	0,43151
4,950	0,39861
5,000	0,36516
5,050	0,33255
5,100	0,30216
5,150	0,27505
5,200	0,25190
5,250	0,23375
5,300	0,22094
5,350	0,21381
5,400	0,21271
5,450	0,21728
5,500	0,22769
5,550	0,24377
5,600	0,26483
5,650	0,29036
5,700	0,31933
5,750	0,35103
5,800	0,38595
5,850	0,41717
5,900	0,44983
5,950	0,48082
6,000	0,50886
6,050	0,53516
6,100	0,55508
6,150	0,57004
6,200	0,57969
6,250	0,58350
6,300	0,58146
6,350	0,57355
6,400	0,56030
6,450	0,54168
6,500	0,51841
6,550	0,48968
6,600	0,45959
6,650	0,42716
6,700	0,39605
6,750	0,36136
6,800	0,32892
6,850	0,29905
6,900	0,27246
6,950	0,25017
7,000	0,23271
7,050	0,22058
7,100	0,21432
7,150	0,21373
7,200	0,21916
7,250	0,23026
7,300	0,24685
7,350	0,26843
7,400	0,29413
7,450	0,32344
7,500	0,35584
7,550	0,39025
7,600	0,42112
7,650	0,45345
7,700	0,48392
7,750	0,51145
7,800	0,53725
7,850	0,55649
7,900	0,57058
7,950	0,57937
8,000	0,58249
8,050	0,57976
8,100	0,57116
8,150	0,55739
8,200	0,53824
8,250	0,51463
8,300	0,48555
8,350	0,45528
8,400	0,42284
8,450	0,39205
8,500	0,35898
8,550	0,32529
8,600	0,29594
8,650	0,27003
8,700	0,24844
8,750	0,23166
8,800	0,22040
8,850	0,21465
8,900	0,21492
8,950	0,22104
9,000	0,23283
9,050	0,24994
9,100	0,27203
9,150	0,29825
9,200	0,32774
9,250	0,35962
9,300	0,39403
9,350	0,42508
9,400	0,45724
9,450	0,48718
9,500	0,51476
9,550	0,53916
9,600	0,55770
9,650	0,57130
9,700	0,57922
9,750	0,58166
9,800	0,57806
9,850	0,56894
9,900	0,55448
9,950	0,53481
10,000	0,51085
10,050	0,48160
10,100	0,45097
10,150	0,41854
10,200	0,38776
10,250	0,35377
10,300	0,32183
10,350	0,29300
10,400	0,26779
10,450	0,24671
10,500	0,23062
