Time (s) Run #1	Position (m) Run #1
0,000	0,38842
0,050	0,39388
0,100	0,40128
0,150	0,40833
0,200	0,41539
0,250	0,42194
0,300	0,42782
0,350	0,43249
0,400	0,43613
0,450	0,43857
0,500	0,43964
0,550	0,43933
0,600	0,43781
0,650	0,43492
0,700	0,43082
0,750	0,42550
0,800	0,41950
0,850	0,41281
0,900	0,40539
0,950	0,39866
1,000	0,39266
1,050	0,38560
1,100	0,37888
1,150	0,37249
1,200	0,36752
1,250	0,36160
1,300	0,35882
1,350	0,35725
1,400	0,35705
1,450	0,35805
1,500	0,36061
1,550	0,36416
1,600	0,37072
1,650	0,37566
1,700	0,38306
1,750	0,39028
1,800	0,39753
1,850	0,40317
1,900	0,41023
1,950	0,41712
2,000	0,42350
2,050	0,42903
2,100	0,43353
2,150	0,43683
2,200	0,43893
2,250	0,43965
2,300	0,43899
2,350	0,43714
2,400	0,43390
2,450	0,42945
2,500	0,42414
2,550	0,41778
2,600	0,41090
2,650	0,40382
2,700	0,39817
2,750	0,39112
2,800	0,38388
2,850	0,37715
2,900	0,37149
2,950	0,36472
3,000	0,36091
3,050	0,35830
3,100	0,35707
3,150	0,35721
3,200	0,35874
3,250	0,36127
3,300	0,36608
3,350	0,37102
3,400	0,37825
3,450	0,38495
3,500	0,39203
3,550	0,39767
3,600	0,40472
3,650	0,41195
3,700	0,41885
3,750	0,42488
3,800	0,43006
3,850	0,43440
3,900	0,43735
3,950	0,43911
4,000	0,43949
4,050	0,43849
4,100	0,43628
4,150	0,43270
4,200	0,42807
4,250	0,42259
4,300	0,41607
4,350	0,40900
4,400	0,40230
4,450	0,39522
4,500	0,38922
4,550	0,38233
4,600	0,37580
4,650	0,36867
4,700	0,36542
4,750	0,36092
4,800	0,35795
4,850	0,35706
4,900	0,35751
4,950	0,36113
5,000	0,36421
5,050	0,36831
5,100	0,37362
5,150	0,37980
5,200	0,38667
5,250	0,39392
5,300	0,39956
5,350	0,40661
5,400	0,41367
5,450	0,42040
5,500	0,42626
5,550	0,43128
5,600	0,43509
5,650	0,43770
5,700	0,43912
5,750	0,43915
5,800	0,43798
5,850	0,43543
5,900	0,43167
5,950	0,42671
6,000	0,42087
6,050	0,41435
6,100	0,40728
6,150	0,40055
6,200	0,39473
6,250	0,38750
6,300	0,38060
6,350	0,37439
6,400	0,36886
6,450	0,36471
6,500	0,36162
6,550	0,35777
6,600	0,35723
6,650	0,35804
6,700	0,36114
6,750	0,36386
6,800	0,36810
6,850	0,37534
6,900	0,38169
6,950	0,38860
7,000	0,39405
7,050	0,40146
7,100	0,40833
7,150	0,41540
7,200	0,42178
7,250	0,42748
7,300	0,43215
7,350	0,43579
7,400	0,43823
7,450	0,43930
7,500	0,43899
7,550	0,43730
7,600	0,43440
7,650	0,43047
7,700	0,42533
7,750	0,41933
7,800	0,41245
7,850	0,40539
7,900	0,39884
7,950	0,39266
8,000	0,38577
8,050	0,37905
8,100	0,37283
8,150	0,36803
8,200	0,36226
8,250	0,36092
8,300	0,35759
8,350	0,35739
8,400	0,35857
8,450	0,36095
8,500	0,36467
8,550	0,37123
8,600	0,37671
8,650	0,38323
8,700	0,39045
8,750	0,39771
8,800	0,40318
8,850	0,41006
8,900	0,41695
8,950	0,42316
9,000	0,42869
9,050	0,43301
9,100	0,43631
9,150	0,43841
9,200	0,43913
9,250	0,43848
9,300	0,43662
9,350	0,43338
9,400	0,42910
9,450	0,42379
9,500	0,41761
9,550	0,41073
9,600	0,40364
9,650	0,39817
9,700	0,39112
9,750	0,38405
9,800	0,37749
9,850	0,37183
9,900	0,36524
9,950	0,36125
10,000	0,35899
10,050	0,35759
10,100	0,35752
10,150	0,36101
10,200	0,36194
10,250	0,36766
10,300	0,37102
10,350	0,37842
10,400	0,38533
10,450	0,39080
