Time (s) Run #1	Position (m) Run #1
0,000	0,27808
0,050	0,29110
0,100	0,30702
0,150	0,32605
0,200	0,34730
0,250	0,37102
0,300	0,39420
0,350	0,41757
0,400	0,44080
0,450	0,46250
0,500	0,48199
0,550	0,49875
0,600	0,51244
0,650	0,52232
0,700	0,52975
0,750	0,53015
0,800	0,52881
0,850	0,52064
0,900	0,50954
0,950	0,49535
1,000	0,47786
1,050	0,45777
1,100	0,43558
1,150	0,41211
1,200	0,39067
1,250	0,36547
1,300	0,34270
1,350	0,32163
1,400	0,30350
1,450	0,28829
1,500	0,27670
1,550	0,26906
1,600	0,26572
1,650	0,26669
1,700	0,27178
1,750	0,28118
1,800	0,29418
1,850	0,31080
1,900	0,33016
1,950	0,35210
2,000	0,37671
2,050	0,39902
2,100	0,42204
2,150	0,44493
2,200	0,46630
2,250	0,48510
2,300	0,50134
2,350	0,51453
2,400	0,52337
2,450	0,52995
2,500	0,52952
2,550	0,52618
2,600	0,51984
2,650	0,50663
2,700	0,49192
2,750	0,47391
2,800	0,45347
2,850	0,43110
2,900	0,40763
2,950	0,38618
3,000	0,36133
3,050	0,33855
3,100	0,31835
3,150	0,30074
3,200	0,28622
3,250	0,27531
3,300	0,26853
3,350	0,26605
3,400	0,26788
3,450	0,27383
3,500	0,28392
3,550	0,29761
3,600	0,31474
3,650	0,33445
3,700	0,35673
3,750	0,38171
3,800	0,40314
3,850	0,42652
3,900	0,44906
3,950	0,46992
4,000	0,48821
4,050	0,50396
4,100	0,51573
4,150	0,52497
4,200	0,52993
4,250	0,53007
4,300	0,52576
4,350	0,51585
4,400	0,50373
4,450	0,48831
4,500	0,46996
4,550	0,44916
4,600	0,42662
4,650	0,40333
4,700	0,38166
4,750	0,35860
4,800	0,33475
4,850	0,31507
4,900	0,29797
4,950	0,28431
5,000	0,27426
5,050	0,26834
5,100	0,26673
5,150	0,26907
5,200	0,27589
5,250	0,28666
5,300	0,30103
5,350	0,31868
5,400	0,33909
5,450	0,36102
5,500	0,38618
5,550	0,40743
5,600	0,43082
5,650	0,45303
5,700	0,47337
5,750	0,49116
5,800	0,50585
5,850	0,51763
5,900	0,52639
5,950	0,52982
6,000	0,52804
6,050	0,52265
6,100	0,51328
6,150	0,50082
6,200	0,48471
6,250	0,46583
6,300	0,44469
6,350	0,42195
6,400	0,39939
6,450	0,37704
6,500	0,35252
6,550	0,33095
6,600	0,31179
6,650	0,29537
6,700	0,28240
6,750	0,27339
6,800	0,26816
6,850	0,26741
6,900	0,27078
6,950	0,27811
7,000	0,28974
7,050	0,30463
7,100	0,32280
7,150	0,34335
7,200	0,36741
7,250	0,39082
7,300	0,41208
7,350	0,43512
7,400	0,45699
7,450	0,47682
7,500	0,49410
7,550	0,50813
7,600	0,51853
7,650	0,52605
7,700	0,52952
7,750	0,52632
7,800	0,52077
7,850	0,51108
7,900	0,49739
7,950	0,48094
8,000	0,46153
8,050	0,44022
8,100	0,41727
8,150	0,39596
8,200	0,37273
8,250	0,34838
8,300	0,32732
8,350	0,30885
8,400	0,29312
8,450	0,28084
8,500	0,27234
8,550	0,26815
8,600	0,26808
8,650	0,27232
8,700	0,28050
8,750	0,29265
8,800	0,30824
8,850	0,32675
8,900	0,34766
8,950	0,37086
9,000	0,39352
9,050	0,41655
9,100	0,43926
9,150	0,46062
9,200	0,47993
9,250	0,49670
9,300	0,51004
9,350	0,51977
9,400	0,52606
9,450	0,52897
9,500	0,52674
9,550	0,51872
9,600	0,50834
9,650	0,49413
9,700	0,47698
9,750	0,45741
9,800	0,43574
9,850	0,41279
9,900	0,39165
9,950	0,36860
10,000	0,34441
10,050	0,32387
10,100	0,30591
10,150	0,29087
10,200	0,27928
10,250	0,27164
10,300	0,26831
