Time (s) Run #1	Position (m) Run #1
0,000	0,45814
0,050	0,47387
0,100	0,48615
0,150	0,49569
0,200	0,50215
0,250	0,50534
0,300	0,50542
0,350	0,50284
0,400	0,49411
0,450	0,48369
0,500	0,47068
0,550	0,45505
0,600	0,43787
0,650	0,41910
0,700	0,40048
0,750	0,38282
0,800	0,36192
0,850	0,34414
0,900	0,32826
0,950	0,31461
1,000	0,30372
1,050	0,29592
1,100	0,29138
1,150	0,29046
1,200	0,29299
1,250	0,29895
1,300	0,30818
1,350	0,32033
1,400	0,33524
1,450	0,35205
1,500	0,37056
1,550	0,39126
1,600	0,40822
1,650	0,42732
1,700	0,44540
1,750	0,46195
1,800	0,47629
1,850	0,48805
1,900	0,49726
1,950	0,50286
2,000	0,50515
2,050	0,50570
2,100	0,49937
2,150	0,49171
2,200	0,48095
2,250	0,46724
2,300	0,45144
2,350	0,43392
2,400	0,41493
2,450	0,39794
2,500	0,37868
2,550	0,35812
2,600	0,34086
2,650	0,32550
2,700	0,31236
2,750	0,30216
2,800	0,29504
2,850	0,29137
2,900	0,29114
2,950	0,29435
3,000	0,30100
3,050	0,31092
3,100	0,32359
3,150	0,33884
3,200	0,35635
3,250	0,37454
3,300	0,39362
3,350	0,41235
3,400	0,43128
3,450	0,44902
3,500	0,46488
3,550	0,47888
3,600	0,49014
3,650	0,49831
3,700	0,50339
3,750	0,50523
3,800	0,50290
3,850	0,49820
3,900	0,48915
3,950	0,47786
4,000	0,46398
4,050	0,44767
4,100	0,42978
4,150	0,41080
4,200	0,39380
4,250	0,37471
4,300	0,35450
4,350	0,33758
4,400	0,32273
4,450	0,31029
4,500	0,30077
4,550	0,29434
4,600	0,29136
4,650	0,29181
4,700	0,29588
4,750	0,30322
4,800	0,31366
4,850	0,32702
4,900	0,34279
4,950	0,36009
5,000	0,38025
5,050	0,39775
5,100	0,41648
5,150	0,43506
5,200	0,45247
5,250	0,46800
5,300	0,48113
5,350	0,49170
5,400	0,49936
5,450	0,50375
5,500	0,50509
5,550	0,50190
5,600	0,49579
5,650	0,48693
5,700	0,47477
5,750	0,46037
5,800	0,44388
5,850	0,42583
5,900	0,40667
5,950	0,38966
6,000	0,37074
6,050	0,35105
6,100	0,33447
6,150	0,32014
6,200	0,30821
6,250	0,29938
6,300	0,29381
6,350	0,29152
6,400	0,29283
6,450	0,29759
6,500	0,30562
6,550	0,31657
6,600	0,33027
6,650	0,34640
6,700	0,36386
6,750	0,38455
6,800	0,40170
6,850	0,42043
6,900	0,43886
6,950	0,45575
7,000	0,47076
7,050	0,48356
7,100	0,49344
7,150	0,50040
7,200	0,50445
7,250	0,50547
7,300	0,50089
7,350	0,49409
7,400	0,48437
7,450	0,47169
7,500	0,45676
7,550	0,43993
7,600	0,42168
7,650	0,40306
7,700	0,38574
7,750	0,36519
7,800	0,34742
7,850	0,33137
7,900	0,31754
7,950	0,30648
8,000	0,29816
8,050	0,29328
8,100	0,29185
8,150	0,29385
8,200	0,29930
8,250	0,30801
8,300	0,31966
8,350	0,33370
8,400	0,35017
8,450	0,36799
8,500	0,38851
8,550	0,40530
8,600	0,42440
8,650	0,44230
8,700	0,45885
8,750	0,47353
8,800	0,48547
8,850	0,49480
8,900	0,50236
8,950	0,50417
9,000	0,50305
9,050	0,49901
9,100	0,49188
9,150	0,48145
9,200	0,46843
9,250	0,45316
9,300	0,43597
9,350	0,41754
9,400	0,39928
9,450	0,38177
9,500	0,36139
9,550	0,34397
9,600	0,32843
9,650	0,31512
9,700	0,30457
9,750	0,29729
9,800	0,29310
9,850	0,29235
9,900	0,29505
9,950	0,30118
10,000	0,31041
10,050	0,32274
10,100	0,33731
