Time (s) Run #1	Position (m) Run #1
0,000	0,48781
0,050	0,46306
0,100	0,43622
0,150	0,40792
0,200	0,38182
0,250	0,35177
0,300	0,32519
0,350	0,30102
0,400	0,28012
0,450	0,26301
0,500	0,25054
0,550	0,24273
0,600	0,23991
0,650	0,24224
0,700	0,24957
0,750	0,26170
0,800	0,27831
0,850	0,29886
0,900	0,32285
0,950	0,34977
1,000	0,37885
1,050	0,40508
1,100	0,43345
1,150	0,46030
1,200	0,48506
1,250	0,50892
1,300	0,52726
1,350	0,54167
1,400	0,55128
1,450	0,55609
1,500	0,55590
1,550	0,55072
1,600	0,54072
1,650	0,52608
1,700	0,50582
1,750	0,48351
1,800	0,45858
1,850	0,43156
1,900	0,40362
1,950	0,37715
2,000	0,34762
2,050	0,32139
2,100	0,29791
2,150	0,27770
2,200	0,26127
2,250	0,24950
2,300	0,24255
2,350	0,24058
2,400	0,24361
2,450	0,25179
2,500	0,26461
2,550	0,28191
2,600	0,30298
2,650	0,32733
2,700	0,35370
2,750	0,38366
2,800	0,40972
2,850	0,43775
2,900	0,46426
2,950	0,48851
3,000	0,51169
3,050	0,52952
3,100	0,54290
3,150	0,55165
3,200	0,55560
3,250	0,55455
3,300	0,54868
3,350	0,53798
3,400	0,52282
3,450	0,50205
3,500	0,47921
3,550	0,45394
3,600	0,42673
3,650	0,39914
3,700	0,37266
3,750	0,34366
3,800	0,31776
3,850	0,29480
3,900	0,27510
3,950	0,25954
4,000	0,24863
4,050	0,24253
4,100	0,24143
4,150	0,24532
4,200	0,25418
4,250	0,26787
4,300	0,28568
4,350	0,30727
4,400	0,33195
4,450	0,35904
4,500	0,38848
4,550	0,41437
4,600	0,44206
4,650	0,46823
4,700	0,49184
4,750	0,51270
4,800	0,53126
4,850	0,54396
4,900	0,55203
4,950	0,55511
5,000	0,55337
5,050	0,54664
5,100	0,53509
5,150	0,51869
5,200	0,49810
5,250	0,47491
5,300	0,44929
5,350	0,42204
5,400	0,39607
5,450	0,36818
5,500	0,33934
5,550	0,31414
5,600	0,29169
5,650	0,27285
5,700	0,25815
5,750	0,24793
5,800	0,24270
5,850	0,24228
5,900	0,24702
5,950	0,25675
6,000	0,27095
6,050	0,28945
6,100	0,31156
6,150	0,33642
6,200	0,36350
6,250	0,39294
6,300	0,41884
6,350	0,44636
6,400	0,47202
6,450	0,49512
6,500	0,51530
6,550	0,53318
6,600	0,54502
6,650	0,55223
6,700	0,55444
6,750	0,55185
6,800	0,54443
6,850	0,53222
6,900	0,51403
6,950	0,49380
7,000	0,47044
7,050	0,44464
7,100	0,41721
7,150	0,39163
7,200	0,36193
7,250	0,33519
7,300	0,31051
7,350	0,28875
7,400	0,27060
7,450	0,25659
7,500	0,24723
7,550	0,24285
7,600	0,24347
7,650	0,24890
7,700	0,25932
7,750	0,27438
7,800	0,29339
7,850	0,31584
7,900	0,34104
7,950	0,36884
8,000	0,39776
8,050	0,42349
8,100	0,45050
8,150	0,47564
8,200	0,49819
8,250	0,51949
8,300	0,53493
8,350	0,54590
8,400	0,55225
8,450	0,55378
8,500	0,55033
8,550	0,54204
8,600	0,52913
8,650	0,51043
8,700	0,48967
8,750	0,46596
8,800	0,43999
8,850	0,41256
8,900	0,38679
8,950	0,35780
9,000	0,33104
9,050	0,30705
9,100	0,28581
9,150	0,26852
9,200	0,25537
9,250	0,24687
9,300	0,24319
9,350	0,24467
9,400	0,25096
9,450	0,26206
9,500	0,27781
9,550	0,29734
9,600	0,32012
9,650	0,34600
9,700	0,37474
9,750	0,40046
9,800	0,42796
9,850	0,45463
9,900	0,47944
9,950	0,50130
10,000	0,52175
10,050	0,53650
10,100	0,54662
10,150	0,55210
10,200	0,55277
10,250	0,54863
10,300	0,53965
10,350	0,52605
10,400	0,50665
10,450	0,48555
10,500	0,46149
10,550	0,43534
10,600	0,40773
10,650	0,38230
10,700	0,35366
10,750	0,32725
10,800	0,30359
10,850	0,28321
10,900	0,26662
10,950	0,25416
11,000	0,24652
11,050	0,24369
11,100	0,24603
11,150	0,25318
