	732.2.tif
606	68
607	69
608	67
609	67
610	69
611	69
612	68
613	67
614	69
615	68
616	68
617	69
618	68
619	68
620	68
621	69
622	69
623	68
624	68
625	68
626	67
627	68
628	69
629	68
630	67
631	67
632	66
633	66
634	68
635	67
636	66
637	65
638	66
639	67
640	67
641	65
642	64
643	65
644	66
645	65
646	65
647	65
648	65
649	64
650	62
651	62
652	62
653	63
654	62
655	63
656	63
657	62
658	62
659	63
660	63
661	63
662	61
663	62
664	62
665	63
666	65
667	66
668	64
669	64
670	63
671	65
672	64
673	65
674	66
675	66
676	66
677	67
678	68
679	69
680	69
681	70
682	70
683	72
684	73
685	74
686	75
687	76
688	77
689	79
690	79
691	78
692	81
693	82
694	83
695	82
696	83
697	84
698	84
699	86
700	88
701	89
702	89
703	90
704	90
705	91
706	92
707	93
708	93
709	94
710	90
711	90
712	91
713	92
714	94
715	96
716	96
717	97
718	100
719	101
720	102
721	104
722	106
723	106
724	109
725	110
726	110
727	111
728	112
729	113
730	114
731	116
732	116
733	118
734	119
735	120
736	122
737	123
738	124
739	125
740	125
741	124
742	126
743	128
744	129
745	129
746	130
747	131
748	132
749	132
750	133
751	133
752	135
753	136
754	137
755	136
756	137
757	138
758	139
759	139
760	140
761	140
762	140
763	140
764	140
765	141
766	139
767	136
768	141
769	143
770	143
771	142
772	142
773	142
774	143
775	142
776	142
777	140
778	141
779	142
780	141
781	137
782	140
783	141
784	140
785	137
786	138
787	138
788	138
789	137
790	135
791	134
792	131
793	130
794	132
795	133
796	133
797	131
798	131
799	130
800	128
801	127
802	126
803	126
804	125
805	125
806	124
807	123
808	122
809	120
810	119
811	119
812	119
813	117
814	116
815	113
816	113
817	112
818	110
819	110
820	108
821	107
822	105
823	104
824	103
825	103
826	102
827	99
828	97
829	95
830	94
831	91
832	94
833	95
834	97
835	93
836	91
837	91
838	92
839	91
840	91
841	90
842	89
843	88
844	88
845	87
846	84
847	82
848	82
849	82
850	82
851	80
852	79
853	78
854	77
855	76
856	75
857	75
858	74
859	73
860	70
861	71
862	69
863	69
864	69
865	67
866	65
867	66
868	65
869	66
870	65
871	65
872	63
873	64
874	63
875	63
876	63
877	64
878	61
879	62
880	62
881	63
882	63
883	64
884	63
885	62
886	62
887	62
888	64
889	63
890	63
891	64
892	62
893	64
894	64
895	64
896	64
897	64
898	65
899	65
900	65
901	65
902	64
903	66
904	65
905	65
906	67
907	66
908	67
909	67
910	68
911	67
912	68
913	68
914	68
915	68
916	68
917	69
918	68
919	68
920	67
921	67
922	67
923	68
924	68
925	69
926	69
927	68
928	68
929	70
930	69
931	69
932	67
933	67
934	67
935	67
936	66
937	67
938	67
939	66
940	65
941	67
942	67
943	66
944	66
945	67
946	66
947	67
948	67
949	67
950	66
951	64
952	63
953	64
954	64
955	65
956	65
957	64
958	64
959	64
960	62
961	63
962	65
963	63
964	62
965	63
966	61
967	63
968	62
969	62
970	61
971	63
972	61
973	61
974	60
975	59
976	59
977	60
978	60
979	59
980	61
981	62
982	60
983	60
984	60
985	59
986	57
987	59
988	60
989	60
990	60
991	58
992	57
993	58
994	59
995	59
996	59
997	58
998	58
999	58
1000	57
1001	59
1002	58
1003	59
1004	56
1005	58
1006	60
1007	58
1008	57
1009	57
1010	58
1011	58
1012	58
1013	58
1014	58
1015	58
1016	58
1017	58
1018	59
1019	60
1020	62
1021	60
1022	59
1023	58
1024	57
1025	57
1026	58
1027	58
1028	59
1029	59
1030	61
1031	59
1032	58
1033	58
1034	60
1035	60
1036	59
1037	58
1038	58
1039	58
1040	58
1041	58
1042	57
1043	58
1044	58
1045	59
1046	59
1047	58
1048	57
1049	56
1050	56
1051	58
1052	58
1053	57
1054	58
1055	58
1056	58
1057	59
1058	59
1059	59
1060	58
1061	58
1062	56
1063	58
1064	58
1065	59
1066	58
1067	59
1068	57
1069	58
1070	57
1071	58
1072	60
1073	59
1074	56
1075	57
1076	58
1077	57
1078	56
1079	57
1080	56
1081	57
1082	56
1083	58
1084	58
1085	57
1086	58
1087	57
1088	57
1089	59
1090	56
1091	58
1092	59
1093	58
1094	58
1095	58
1096	57
1097	57
1098	56
1099	58
1100	58
1101	58
1102	56
1103	57
1104	56
1105	57
1106	56
1107	56
1108	56
1109	57
1110	57
1111	57
1112	56
1113	58
1114	59
1115	57
1116	57
1117	59
1118	58
1119	57
1120	55
1121	58
1122	56
1123	58
1124	57
1125	57
1126	56
1127	56
1128	55
1129	57
1130	58
1131	57
1132	54
1133	57
1134	55
1135	56
1136	55
1137	56
1138	55
1139	57
1140	57
1141	58
1142	58
1143	57
1144	57
1145	56
1146	55
1147	55
1148	55
1149	57
1150	57
1151	57
1152	55
1153	58
1154	59
1155	56
1156	56
1157	56
1158	56
1159	55
1160	56
1161	57
1162	57
1163	58
1164	57
1165	55
1166	55
1167	56
1168	54
1169	57
1170	57
1171	56
1172	57
1173	57
1174	56
1175	57
1176	58
1177	57
1178	53
1179	55
1180	55
1181	58
1182	58
1183	57
1184	57
1185	57
1186	55
1187	58
1188	56
1189	57
1190	56
1191	57
1192	58
1193	58
1194	56
1195	57
1196	57
1197	58
1198	56
1199	57
1200	56
1201	57
1202	55
1203	57
1204	57
1205	57
1206	57
1207	57
1208	56
1209	54
1210	54
1211	55
1212	54
1213	56
1214	54
1215	56
1216	58
1217	58
1218	57
1219	56
1220	55
1221	57
1222	56
1223	56
1224	56
1225	57
1226	58
1227	56
1228	55
1229	56
1230	56
1231	55
1232	56
1233	57
1234	57
1235	56
1236	55
1237	56
1238	57
1239	55
1240	54
1241	55
1242	54
1243	55
1244	53
1245	55
1246	55
1247	56
1248	55
1249	56
1250	58
1251	56
1252	55
1253	56
1254	54
1255	54
1256	53
1257	56
1258	55
1259	56
1260	57
1261	55
1262	55
1263	55
1264	56
1265	57
1266	56
1267	56
1268	56
1269	56
1270	54
1271	55
1272	56
1273	56
1274	56
1275	56
1276	55
1277	55
1278	55
1279	56
1280	55
1281	56
1282	57
1283	55
1284	55
1285	55
1286	55
1287	55
1288	54
1289	55
1290	55
1291	55
1292	56
1293	55
1294	55
1295	55
1296	54
1297	55
1298	55
1299	56
1300	55
1301	56
1302	57
1303	56
1304	55
1305	54
1306	54
1307	55
1308	54
1309	55
1310	55
1311	55
1312	55
1313	55
1314	58
1315	57
1316	56
1317	56
1318	55
1319	55
1320	54
1321	54
1322	54
1323	55
1324	56
1325	55
1326	54
1327	54
1328	54
1329	55
1330	56
1331	55
1332	55
1333	55
1334	57
1335	56
1336	54
1337	54
1338	55
1339	56
1340	54
1341	54
1342	53
1343	53
1344	53
1345	54
1346	54
1347	55
1348	55
1349	54
1350	54
1351	55
1352	56
1353	55
1354	54
1355	56
1356	56
1357	54
1358	55
1359	55
1360	55
1361	56
1362	55
1363	54
1364	53
1365	54
1366	52
1367	54
1368	54
1369	55
1370	55
1371	55
1372	55
1373	54
1374	53
1375	54
1376	54
1377	55
1378	56
1379	56
1380	55
1381	55
1382	55
1383	54
1384	54
1385	54
1386	54
1387	55
1388	54
1389	55
1390	55
1391	55
1392	56
1393	56
1394	57
1395	56
1396	55
1397	54
1398	53
1399	54
1400	55
1401	54
1402	54
1403	56
1404	55
1405	55
1406	55
1407	55
1408	55
1409	55
1410	55
1411	54
1412	53
1413	54
1414	54
1415	54
1416	55
1417	55
1418	55
1419	55
1420	55
1421	54
1422	53
1423	54
1424	54
1425	54
1426	56
1427	55
1428	52
1429	54
1430	52
1431	54
1432	53
1433	55
1434	54
1435	54
1436	53
1437	53
1438	52
1439	53
