	1493.6.tif
378	76
379	77
380	76
381	77
382	79
383	81
384	83
385	83
386	84
387	84
388	86
389	87
390	88
391	87
392	85
393	89
394	92
395	92
396	91
397	92
398	90
399	92
400	92
401	92
402	94
403	96
404	99
405	100
406	101
407	104
408	104
409	104
410	108
411	110
412	111
413	110
414	114
415	117
416	117
417	118
418	119
419	119
420	121
421	123
422	125
423	125
424	127
425	129
426	131
427	132
428	133
429	134
430	135
431	137
432	139
433	140
434	141
435	142
436	142
437	142
438	142
439	140
440	140
441	141
442	143
443	143
444	145
445	145
446	147
447	147
448	149
449	148
450	152
451	155
452	154
453	150
454	152
455	154
456	155
457	155
458	155
459	153
460	156
461	157
462	157
463	155
464	155
465	154
466	155
467	156
468	155
469	153
470	154
471	157
472	152
473	152
474	151
475	155
476	154
477	153
478	152
479	151
480	153
481	153
482	151
483	146
484	147
485	146
486	147
487	147
488	146
489	145
490	144
491	143
492	143
493	142
494	141
495	139
496	139
497	139
498	139
499	138
500	137
501	135
502	134
503	132
504	132
505	131
506	129
507	128
508	125
509	124
510	123
511	123
512	121
513	118
514	118
515	116
516	114
517	113
518	112
519	110
520	108
521	107
522	106
523	104
524	102
525	100
526	99
527	97
528	97
529	95
530	93
531	90
532	88
533	92
534	94
535	93
536	91
537	90
538	89
539	89
540	88
541	87
542	86
543	85
544	84
545	83
546	83
547	82
548	81
549	78
550	78
551	77
552	76
553	75
554	74
555	73
556	75
557	75
558	73
559	72
560	72
561	71
562	69
563	69
564	67
565	67
566	66
567	64
568	65
569	65
570	65
571	65
572	65
573	65
574	63
575	64
576	64
577	64
578	64
579	65
580	65
581	65
582	65
583	66
584	66
585	67
586	68
587	67
588	67
589	68
590	66
591	68
592	68
593	67
594	66
595	66
596	66
597	67
598	67
599	68
600	69
601	68
602	68
603	68
604	67
605	67
606	67
607	68
608	67
609	68
610	68
611	68
612	67
613	68
614	67
615	68
616	70
617	70
618	68
619	69
620	70
621	68
622	68
623	68
624	69
625	68
626	68
627	67
628	67
629	66
630	66
631	66
632	65
633	65
634	64
635	66
636	66
637	65
638	64
639	66
640	65
641	65
642	64
643	64
644	64
645	65
646	65
647	64
648	62
649	64
650	64
651	65
652	65
653	64
654	63
655	64
656	63
657	64
658	64
659	65
660	66
661	65
662	64
663	64
664	64
665	65
666	63
667	64
668	65
669	65
670	66
671	65
672	64
673	65
674	65
675	66
676	65
677	65
678	65
679	66
680	66
681	66
682	67
683	66
684	66
685	68
686	68
687	66
688	68
689	68
690	67
691	67
692	66
693	65
694	67
695	67
696	68
697	67
698	66
699	66
700	66
701	66
702	67
703	66
704	64
705	65
706	65
707	67
708	66
709	65
710	65
711	66
712	65
713	65
714	63
715	65
716	67
717	65
718	65
719	65
720	64
721	64
722	64
723	64
724	64
725	64
726	62
727	63
728	62
729	63
730	64
731	62
732	59
733	61
734	62
735	62
736	62
737	62
738	62
739	61
740	60
741	60
742	59
743	60
744	62
745	61
746	58
747	59
748	58
749	59
750	58
751	59
752	57
753	58
754	59
755	57
756	59
757	58
758	57
759	59
760	56
761	58
762	59
763	58
764	57
765	57
766	57
767	58
768	58
769	59
770	59
771	57
772	58
773	59
774	59
775	59
776	58
777	58
778	59
779	59
780	60
781	59
782	60
783	59
784	59
785	58
786	58
787	59
788	58
789	57
790	57
791	58
792	57
793	59
794	58
795	58
796	59
797	60
798	59
799	59
800	59
801	59
802	59
803	58
804	59
805	59
806	59
807	60
808	59
809	58
810	58
811	59
812	57
813	58
814	58
815	59
816	59
817	58
818	58
819	59
820	58
821	58
822	57
823	58
824	59
825	59
826	56
827	58
828	56
829	59
830	59
831	58
832	56
833	58
834	59
835	59
836	58
837	58
838	57
839	57
840	56
841	56
842	55
843	57
844	55
845	58
846	56
847	56
848	57
849	57
850	55
851	57
852	57
853	57
854	57
855	57
856	56
857	56
858	55
859	56
860	58
861	58
862	58
863	57
864	58
865	56
866	55
867	58
868	57
869	56
870	57
871	58
872	58
873	57
874	57
875	58
876	56
877	58
878	58
879	57
880	57
881	58
882	56
883	56
884	56
885	56
886	57
887	57
888	55
889	57
890	57
891	58
892	57
893	58
894	58
895	57
896	56
897	56
898	57
899	57
900	57
901	57
902	57
903	56
904	56
905	56
906	57
907	58
908	58
909	58
910	58
911	58
912	57
913	56
914	56
915	58
916	56
917	57
918	58
919	58
920	57
921	56
922	55
923	56
924	54
925	55
926	56
927	57
928	56
929	55
930	54
931	54
932	57
933	57
934	55
935	56
936	55
937	56
938	56
939	56
940	56
941	57
942	57
943	57
944	57
945	57
946	56
947	55
948	54
949	55
950	56
951	56
952	56
953	56
954	56
955	57
956	57
957	56
958	56
959	57
960	58
961	57
962	59
963	57
964	57
965	56
966	57
967	58
968	57
969	56
970	56
971	56
972	55
973	57
974	58
975	56
976	56
977	55
978	55
979	56
980	56
981	56
982	56
983	56
984	55
985	56
986	54
987	56
988	57
989	56
990	56
991	55
992	56
993	57
994	56
995	55
996	55
997	57
998	56
999	57
1000	55
1001	55
1002	55
1003	56
1004	57
1005	56
1006	57
1007	56
1008	56
1009	55
1010	54
1011	53
1012	54
1013	56
1014	55
1015	56
1016	57
1017	57
1018	58
1019	55
1020	55
1021	55
1022	56
1023	56
1024	55
1025	56
1026	54
1027	56
1028	56
1029	56
1030	56
1031	56
1032	58
1033	56
1034	55
1035	57
1036	57
1037	56
1038	53
1039	54
1040	54
1041	56
1042	56
1043	55
1044	55
1045	56
1046	55
1047	56
1048	58
1049	57
1050	57
1051	55
1052	54
1053	55
1054	56
1055	58
1056	57
1057	57
1058	55
1059	55
1060	56
1061	56
1062	55
1063	56
1064	56
1065	55
1066	53
1067	56
1068	56
1069	56
1070	55
1071	55
1072	58
1073	57
1074	57
1075	56
1076	57
1077	55
1078	54
1079	55
1080	56
1081	57
1082	56
1083	55
1084	56
1085	57
1086	56
1087	56
1088	57
1089	56
1090	54
1091	55
1092	56
1093	55
1094	55
1095	56
1096	58
1097	57
1098	57
1099	55
1100	54
1101	55
1102	54
1103	55
1104	54
1105	55
1106	54
1107	55
1108	52
1109	54
1110	56
1111	56
1112	57
1113	57
1114	56
1115	56
1116	54
1117	55
1118	54
1119	56
1120	57
1121	55
1122	54
1123	56
1124	56
1125	57
1126	57
1127	57
1128	55
1129	56
1130	56
1131	56
1132	54
1133	55
1134	57
1135	56
1136	55
1137	56
1138	56
1139	56
1140	55
1141	56
1142	55
1143	56
1144	56
1145	56
1146	55
1147	56
1148	53
1149	56
1150	58
1151	56
1152	55
1153	56
1154	57
1155	57
1156	57
1157	57
1158	55
1159	55
1160	54
1161	56
1162	56
1163	57
1164	57
1165	56
1166	55
1167	55
1168	55
1169	56
1170	55
1171	57
1172	55
1173	56
1174	56
1175	56
1176	55
1177	56
1178	57
1179	55
1180	55
1181	55
1182	55
1183	57
1184	56
1185	55
1186	54
1187	55
1188	54
1189	56
1190	56
1191	55
1192	54
1193	55
1194	55
1195	56
1196	56
1197	56
1198	57
1199	55
1200	54
1201	54
1202	54
1203	53
1204	54
1205	56
1206	54
1207	55
1208	54
1209	56
1210	54
1211	54
1212	54
1213	55
1214	54
1215	54
1216	53
1217	55
1218	54
1219	56
1220	56
1221	55
1222	56
1223	56
1224	56
1225	55
1226	54
1227	55
1228	54
1229	54
1230	55
1231	55
1232	54
1233	55
1234	53
1235	55
1236	54
1237	56
1238	56
1239	56
1240	56
1241	56
1242	56
1243	55
1244	56
1245	56
1246	56
1247	55
1248	54
1249	55
1250	56
1251	56
1252	55
1253	54
1254	54
1255	54
1256	56
1257	56
1258	53
1259	56
1260	55
1261	56
1262	54
1263	56
1264	56
1265	55
1266	55
1267	55
1268	54
1269	57
1270	55
1271	56
1272	55
1273	56
1274	56
1275	55
1276	54
1277	54
1278	55
1279	56
1280	55
1281	54
1282	52
1283	55
1284	55
1285	55
1286	55
1287	54
1288	54
1289	56
1290	56
1291	56
1292	55
1293	54
1294	54
1295	55
1296	55
1297	55
1298	55
1299	55
1300	56
1301	55
1302	55
1303	55
1304	55
1305	54
1306	54
1307	54
1308	53
1309	55
1310	55
1311	54
1312	53
1313	55
1314	56
1315	56
1316	57
1317	55
1318	56
1319	55
1320	53
1321	55
1322	55
1323	55
1324	55
1325	56
1326	55
1327	55
1328	54
1329	54
1330	54
1331	55
1332	54
1333	55
1334	54
1335	56
1336	56
1337	55
1338	56
1339	54
1340	53
1341	55
1342	54
1343	55
1344	57
1345	56
1346	55
1347	55
1348	55
1349	54
1350	54
1351	54
1352	54
1353	55
1354	55
1355	55
1356	56
1357	56
1358	56
1359	56
1360	56
1361	57
1362	56
1363	56
1364	57
1365	56
1366	53
1367	55
1368	55
1369	55
1370	56
1371	57
1372	56
1373	55
1374	55
1375	55
1376	56
1377	56
1378	55
1379	55
1380	55
1381	55
1382	55
1383	55
1384	55
1385	56
1386	58
1387	56
1388	55
1389	55
1390	57
1391	56
1392	56
1393	55
1394	55
1395	55
1396	53
1397	53
1398	57
1399	57
1400	57
1401	55
1402	53
1403	56
1404	55
1405	57
1406	58
1407	56
1408	55
1409	55
1410	54
1411	55
1412	57
1413	55
1414	55
1415	54
1416	55
1417	56
1418	54
1419	55
1420	56
1421	55
1422	54
1423	54
1424	54
1425	56
1426	57
1427	56
1428	55
1429	54
1430	53
1431	54
1432	55
1433	55
1434	53
1435	53
1436	53
1437	54
1438	52
1439	53
