	1307.5.tif
378	70
379	70
380	69
381	71
382	70
383	72
384	72
385	72
386	71
387	72
388	73
389	73
390	72
391	73
392	72
393	71
394	71
395	72
396	72
397	71
398	72
399	71
400	72
401	71
402	71
403	72
404	71
405	70
406	70
407	71
408	71
409	71
410	70
411	70
412	72
413	71
414	70
415	69
416	69
417	69
418	66
419	68
420	69
421	68
422	66
423	68
424	67
425	67
426	66
427	66
428	67
429	67
430	66
431	66
432	66
433	66
434	65
435	66
436	67
437	68
438	69
439	68
440	68
441	69
442	69
443	69
444	69
445	71
446	72
447	72
448	72
449	74
450	75
451	76
452	76
453	77
454	76
455	78
456	79
457	81
458	82
459	82
460	82
461	84
462	86
463	86
464	86
465	87
466	87
467	88
468	90
469	91
470	93
471	94
472	94
473	94
474	92
475	95
476	95
477	97
478	95
479	96
480	97
481	99
482	100
483	101
484	103
485	103
486	104
487	106
488	107
489	110
490	112
491	113
492	114
493	113
494	115
495	117
496	119
497	121
498	123
499	124
500	125
501	125
502	126
503	128
504	129
505	129
506	132
507	134
508	134
509	134
510	136
511	137
512	137
513	139
514	140
515	142
516	142
517	140
518	142
519	144
520	144
521	144
522	145
523	145
524	146
525	147
526	146
527	145
528	148
529	150
530	149
531	147
532	148
533	148
534	151
535	152
536	151
537	146
538	150
539	151
540	151
541	149
542	150
543	151
544	151
545	152
546	151
547	149
548	149
549	150
550	150
551	149
552	149
553	148
554	149
555	148
556	148
557	148
558	145
559	142
560	143
561	142
562	141
563	137
564	140
565	141
566	139
567	138
568	137
569	137
570	136
571	134
572	132
573	132
574	132
575	132
576	131
577	130
578	128
579	125
580	125
581	124
582	124
583	122
584	121
585	119
586	117
587	115
588	114
589	114
590	111
591	109
592	108
593	108
594	107
595	104
596	101
597	102
598	101
599	98
600	98
601	98
602	97
603	97
604	95
605	96
606	96
607	96
608	95
609	94
610	92
611	92
612	90
613	88
614	89
615	88
616	88
617	86
618	85
619	85
620	84
621	82
622	80
623	79
624	78
625	78
626	78
627	78
628	76
629	74
630	74
631	74
632	71
633	71
634	71
635	72
636	71
637	70
638	69
639	70
640	71
641	69
642	67
643	68
644	70
645	67
646	67
647	67
648	67
649	68
650	68
651	67
652	66
653	67
654	66
655	66
656	65
657	68
658	68
659	69
660	68
661	67
662	67
663	69
664	67
665	69
666	69
667	69
668	69
669	69
670	67
671	68
672	68
673	69
674	68
675	70
676	70
677	70
678	70
679	69
680	70
681	71
682	71
683	70
684	70
685	70
686	70
687	71
688	70
689	71
690	70
691	70
692	69
693	69
694	68
695	70
696	71
697	71
698	70
699	69
700	68
701	69
702	68
703	69
704	70
705	69
706	67
707	69
708	69
709	70
710	70
711	68
712	67
713	68
714	69
715	69
716	68
717	69
718	70
719	69
720	68
721	69
722	69
723	69
724	70
725	69
726	68
727	68
728	69
729	68
730	69
731	69
732	68
733	69
734	70
735	70
736	70
737	70
738	69
739	69
740	69
741	69
742	68
743	71
744	72
745	70
746	69
747	71
748	71
749	71
750	71
751	70
752	69
753	71
754	70
755	71
756	71
757	70
758	69
759	70
760	70
761	70
762	71
763	72
764	72
765	72
766	73
767	71
768	71
769	70
770	70
771	69
772	69
773	70
774	69
775	69
776	70
777	70
778	68
779	69
780	69
781	69
782	70
783	68
784	68
785	67
786	66
787	68
788	70
789	69
790	67
791	68
792	68
793	67
794	66
795	67
796	67
797	66
798	66
799	65
800	64
801	64
802	63
803	64
804	65
805	65
806	65
807	64
808	62
809	64
810	63
811	63
812	61
813	62
814	65
815	64
816	62
817	63
818	62
819	62
820	61
821	62
822	59
823	60
824	59
825	61
826	60
827	60
828	58
829	61
830	64
831	61
832	59
833	61
834	62
835	62
836	61
837	61
838	61
839	59
840	59
841	60
842	62
843	62
844	60
845	62
846	62
847	62
848	62
849	62
850	62
851	60
852	60
853	61
854	60
855	61
856	60
857	61
858	63
859	61
860	62
861	61
862	62
863	62
864	62
865	61
866	60
867	61
868	61
869	62
870	62
871	62
872	62
873	62
874	64
875	63
876	63
877	62
878	60
879	61
880	62
881	62
882	61
883	61
884	60
885	61
886	60
887	61
888	61
889	60
890	60
891	62
892	61
893	62
894	61
895	62
896	60
897	61
898	60
899	60
900	60
901	59
902	60
903	59
904	58
905	60
906	61
907	61
908	60
909	60
910	59
911	59
912	59
913	61
914	60
915	61
916	60
917	59
918	59
919	61
920	61
921	62
922	61
923	61
924	61
925	60
926	58
927	59
928	59
929	59
930	58
931	59
932	63
933	59
934	57
935	58
936	59
937	60
938	61
939	61
940	61
941	61
942	59
943	60
944	59
945	61
946	61
947	59
948	61
949	61
950	59
951	59
952	57
953	60
954	62
955	62
956	61
957	60
958	61
959	61
960	60
961	60
962	60
963	61
964	63
965	61
966	63
967	61
968	60
969	60
970	61
971	60
972	60
973	60
974	60
975	61
976	62
977	61
978	61
979	61
980	62
981	62
982	62
983	61
984	60
985	61
986	61
987	60
988	59
989	60
990	58
991	61
992	60
993	59
994	60
995	58
996	59
997	60
998	58
999	60
1000	61
1001	60
1002	59
1003	60
1004	60
1005	60
1006	61
1007	60
1008	58
1009	59
1010	59
1011	59
1012	59
1013	61
1014	63
1015	61
1016	62
1017	62
1018	62
1019	61
1020	61
1021	61
1022	60
1023	59
1024	58
1025	59
1026	61
1027	59
1028	60
1029	59
1030	57
1031	59
1032	59
1033	59
1034	58
1035	60
1036	59
1037	61
1038	61
1039	60
1040	59
1041	59
1042	60
1043	59
1044	56
1045	59
1046	58
1047	59
1048	59
1049	60
1050	59
1051	59
1052	58
1053	60
1054	60
1055	60
1056	60
1057	59
1058	60
1059	61
1060	62
1061	60
1062	58
1063	60
1064	62
1065	61
1066	59
1067	60
1068	60
1069	60
1070	60
1071	60
1072	61
1073	60
1074	57
1075	59
1076	60
1077	60
1078	59
1079	58
1080	59
1081	59
1082	57
1083	60
1084	60
1085	60
1086	60
1087	59
1088	60
1089	59
1090	60
1091	60
1092	59
1093	58
1094	60
1095	61
1096	60
1097	59
1098	58
1099	59
1100	60
1101	60
1102	59
1103	60
1104	59
1105	59
1106	57
1107	58
1108	59
1109	60
1110	61
1111	60
1112	59
1113	60
1114	60
1115	59
1116	60
1117	59
1118	58
1119	60
1120	60
1121	59
1122	56
1123	60
1124	61
1125	59
1126	58
1127	58
1128	58
1129	60
1130	62
1131	59
1132	57
1133	59
1134	61
1135	60
1136	58
1137	59
1138	60
1139	59
1140	58
1141	59
1142	62
1143	61
1144	59
1145	59
1146	61
1147	60
1148	58
1149	59
1150	58
1151	60
1152	59
1153	60
1154	57
1155	59
1156	59
1157	60
1158	58
1159	58
1160	59
1161	59
1162	59
1163	59
1164	58
1165	58
1166	59
1167	60
1168	60
1169	61
1170	60
1171	60
1172	60
1173	59
1174	60
1175	60
1176	58
1177	59
1178	60
1179	60
1180	61
1181	61
1182	60
1183	59
1184	57
1185	59
1186	59
1187	60
1188	59
1189	61
1190	60
1191	60
1192	60
1193	60
1194	60
1195	61
1196	59
1197	61
1198	60
1199	61
1200	58
1201	58
1202	60
1203	60
1204	59
1205	59
1206	60
1207	61
1208	62
1209	60
1210	59
1211	61
1212	61
1213	60
1214	59
1215	60
1216	61
1217	60
1218	57
1219	59
1220	59
1221	60
1222	61
1223	60
1224	61
1225	60
1226	56
1227	58
1228	58
1229	58
1230	61
1231	61
1232	60
1233	59
1234	60
1235	60
1236	58
1237	59
1238	59
1239	60
1240	61
1241	61
1242	60
1243	60
1244	60
1245	59
1246	57
1247	59
1248	57
1249	58
1250	58
1251	59
1252	59
1253	59
1254	60
1255	60
1256	60
1257	60
1258	59
1259	58
1260	58
1261	60
1262	62
1263	60
1264	59
1265	59
1266	60
1267	60
1268	60
1269	58
1270	57
1271	59
1272	59
1273	59
1274	61
1275	59
1276	60
1277	59
1278	59
1279	59
1280	59
1281	60
1282	60
1283	59
1284	61
1285	59
1286	58
1287	59
1288	57
1289	59
1290	59
1291	60
1292	60
1293	58
1294	56
1295	58
1296	59
1297	58
1298	55
1299	58
1300	59
1301	58
1302	58
1303	60
1304	59
1305	59
1306	58
1307	59
1308	58
1309	59
1310	58
1311	59
1312	56
1313	58
1314	59
1315	59
1316	58
1317	59
1318	57
1319	59
1320	60
1321	59
1322	56
1323	58
1324	58
1325	60
1326	58
1327	60
1328	60
1329	60
1330	57
1331	59
1332	60
1333	59
1334	60
1335	62
1336	60
1337	60
1338	59
1339	59
1340	58
1341	59
1342	60
1343	60
1344	59
1345	60
1346	59
1347	59
1348	59
1349	60
1350	60
1351	60
1352	59
1353	60
1354	60
1355	58
1356	57
1357	60
1358	59
1359	59
1360	59
1361	59
1362	58
1363	59
1364	60
1365	59
1366	58
1367	59
1368	60
1369	59
1370	59
1371	58
1372	59
1373	59
1374	59
1375	58
1376	58
1377	60
1378	60
1379	59
1380	58
1381	58
1382	57
1383	59
1384	58
1385	59
1386	57
1387	59
1388	61
1389	59
1390	58
1391	60
1392	60
1393	59
1394	59
1395	60
1396	60
1397	60
1398	61
1399	59
1400	57
1401	58
1402	57
1403	58
1404	57
1405	59
1406	58
1407	58
1408	58
1409	58
1410	60
1411	60
1412	60
1413	61
1414	60
1415	59
1416	59
1417	59
1418	57
1419	57
1420	57
1421	59
1422	59
1423	60
1424	58
1425	59
1426	60
1427	59
1428	58
1429	60
1430	58
1431	59
1432	59
1433	60
1434	57
1435	58
1436	59
1437	59
1438	59
1439	58
