Time (s) Run #12	Position (m) Run #12
0,0000	0,1954
0,0250	0,1954
0,0500	0,1960
0,0750	0,1974
0,1000	0,1995
0,1250	0,2019
0,1500	0,2046
0,1750	0,2077
0,2000	0,2108
0,2250	0,2139
0,2500	0,2186
0,2750	0,2210
0,3000	0,2229
0,3250	0,2243
0,3500	0,2250
0,3750	0,2250
0,4000	0,2243
0,4250	0,2230
0,4500	0,2210
0,4750	0,2166
0,5000	0,2139
0,5250	0,2108
0,5500	0,2077
0,5750	0,2046
0,6000	0,2018
0,6250	0,1994
0,6500	0,1975
0,6750	0,1961
0,7000	0,1954
0,7250	0,1954
0,7500	0,1960
0,7750	0,1974
0,8000	0,1995
0,8250	0,2019
0,8500	0,2046
0,8750	0,2077
0,9000	0,2108
0,9250	0,2139
0,9500	0,2186
0,9750	0,2210
1,0000	0,2231
1,0250	0,2243
1,0500	0,2250
1,0750	0,2250
1,1000	0,2243
1,1250	0,2231
1,1500	0,2211
1,1750	0,2187
1,2000	0,2140
1,2250	0,2109
1,2500	0,2079
1,2750	0,2047
1,3000	0,2020
1,3250	0,1996
1,3500	0,1977
1,3750	0,1963
1,4000	0,1956
1,4250	0,1955
1,4500	0,1962
1,4750	0,1976
1,5000	0,1995
1,5250	0,2019
1,5500	0,2046
1,5750	0,2075
1,6000	0,2106
1,6250	0,2137
1,6500	0,2165
1,6750	0,2190
1,7000	0,2229
1,7250	0,2243
1,7500	0,2250
1,7750	0,2250
1,8000	0,2243
1,8250	0,2230
1,8500	0,2211
1,8750	0,2187
1,9000	0,2160
1,9250	0,2109
1,9500	0,2078
1,9750	0,2049
2,0000	0,2022
2,0250	0,1997
2,0500	0,1977
2,0750	0,1963
2,1000	0,1956
2,1250	0,1955
2,1500	0,1962
2,1750	0,1976
2,2000	0,1995
2,2250	0,2019
2,2500	0,2046
2,2750	0,2075
2,3000	0,2106
2,3250	0,2137
2,3500	0,2165
2,3750	0,2190
2,4000	0,2229
2,4250	0,2241
2,4500	0,2250
2,4750	0,2250
2,5000	0,2243
2,5250	0,2230
2,5500	0,2211
2,5750	0,2187
2,6000	0,2140
2,6250	0,2111
2,6500	0,2080
2,6750	0,2049
2,7000	0,2022
2,7250	0,1997
2,7500	0,1978
2,7750	0,1964
2,8000	0,1957
2,8250	0,1955
2,8500	0,1962
2,8750	0,1976
2,9000	0,1995
2,9250	0,2019
2,9500	0,2046
2,9750	0,2075
3,0000	0,2106
3,0250	0,2137
3,0500	0,2184
3,0750	0,2208
3,1000	0,2227
3,1250	0,2241
3,1500	0,2250
3,1750	0,2250
3,2000	0,2243
3,2250	0,2230
3,2500	0,2211
3,2750	0,2187
3,3000	0,2140
3,3250	0,2111
3,3500	0,2080
3,3750	0,2049
3,4000	0,2022
3,4250	0,1997
3,4500	0,1978
3,4750	0,1964
3,5000	0,1957
3,5250	0,1955
3,5500	0,1962
3,5750	0,1976
3,6000	0,1993
3,6250	0,2017
3,6500	0,2044
3,6750	0,2075
3,7000	0,2105
3,7250	0,2136
3,7500	0,2164
3,7750	0,2208
3,8000	0,2227
3,8250	0,2241
3,8500	0,2250
3,8750	0,2250
3,9000	0,2243
3,9250	0,2231
3,9500	0,2213
3,9750	0,2189
4,0000	0,2142
4,0250	0,2111
4,0500	0,2082
4,0750	0,2051
4,1000	0,2023
4,1250	0,1997
4,1500	0,1978
4,1750	0,1964
4,2000	0,1957
4,2250	0,1955
4,2500	0,1962
4,2750	0,1974
4,3000	0,1993
4,3250	0,2017
4,3500	0,2044
4,3750	0,2074
4,4000	0,2105
4,4250	0,2134
4,4500	0,2163
4,4750	0,2187
4,5000	0,2225
4,5250	0,2241
4,5500	0,2248
4,5750	0,2248
4,6000	0,2243
4,6250	0,2231
4,6500	0,2213
4,6750	0,2189
4,7000	0,2142
4,7250	0,2113
4,7500	0,2082
4,7750	0,2053
4,8000	0,2023
4,8250	0,1999
4,8500	0,1980
4,8750	0,1966
4,9000	0,1957
4,9250	0,1957
4,9500	0,1962
4,9750	0,1976
5,0000	0,1993
5,0250	0,2017
5,0500	0,2044
5,0750	0,2074
5,1000	0,2103
5,1250	0,2134
5,1500	0,2161
5,1750	0,2206
5,2000	0,2225
5,2250	0,2239
5,2500	0,2248
5,2750	0,2248
5,3000	0,2243
5,3250	0,2230
5,3500	0,2213
5,3750	0,2189
5,4000	0,2142
5,4250	0,2113
5,4500	0,2082
5,4750	0,2053
5,5000	0,2025
5,5250	0,1999
5,5500	0,1980
5,5750	0,1966
5,6000	0,1957
5,6250	0,1957
5,6500	0,1962
5,6750	0,1976
5,7000	0,1993
5,7250	0,2017
5,7500	0,2044
5,7750	0,2074
5,8000	0,2105
5,8250	0,2134
5,8500	0,2161
5,8750	0,2206
5,9000	0,2225
5,9250	0,2239
5,9500	0,2248
5,9750	0,2248
6,0000	0,2243
6,0250	0,2230
6,0500	0,2213
6,0750	0,2189
6,1000	0,2142
6,1250	0,2113
6,1500	0,2082
6,1750	0,2053
6,2000	0,2025
6,2250	0,2001
6,2500	0,1980
6,2750	0,1966
6,3000	0,1957
6,3250	0,1957
6,3500	0,1962
6,3750	0,1974
6,4000	0,1993
6,4250	0,2015
6,4500	0,2043
6,4750	0,2072
6,5000	0,2103
6,5250	0,2132
6,5500	0,2161
6,5750	0,2205
6,6000	0,2225
6,6250	0,2239
6,6500	0,2248
6,6750	0,2248
6,7000	0,2243
6,7250	0,2231
6,7500	0,2212
6,7750	0,2191
6,8000	0,2144
6,8250	0,2115
6,8500	0,2084
6,8750	0,2054
6,9000	0,2025
6,9250	0,2001
6,9500	0,1982
6,9750	0,1966
7,0000	0,1959
7,0250	0,1957
7,0500	0,1962
7,0750	0,1974
7,1000	0,1993
7,1250	0,2015
7,1500	0,2041
7,1750	0,2070
7,2000	0,2101
7,2250	0,2132
7,2500	0,2160
7,2750	0,2183
7,3000	0,2224
7,3250	0,2237
7,3500	0,2246
7,3750	0,2248
7,4000	0,2243
7,4250	0,2231
7,4500	0,2212
7,4750	0,2191
7,5000	0,2144
7,5250	0,2115
7,5500	0,2085
7,5750	0,2054
7,6000	0,2027
7,6250	0,2003
7,6500	0,1982
7,6750	0,1968
7,7000	0,1959
7,7250	0,1957
7,7500	0,1962
7,7750	0,1974
7,8000	0,1993
7,8250	0,2015
7,8500	0,2041
7,8750	0,2070
7,9000	0,2101
7,9250	0,2130
7,9500	0,2158
7,9750	0,2183
8,0000	0,2224
8,0250	0,2237
8,0500	0,2246
8,0750	0,2246
8,1000	0,2241
8,1250	0,2230
8,1500	0,2212
8,1750	0,2191
8,2000	0,2144
8,2250	0,2115
8,2500	0,2085
8,2750	0,2054
8,3000	0,2027
8,3250	0,2003
8,3500	0,1982
8,3750	0,1968
8,4000	0,1959
8,4250	0,1957
8,4500	0,1964
8,4750	0,1974
8,5000	0,1993
8,5250	0,2015
8,5500	0,2041
8,5750	0,2070
8,6000	0,2101
8,6250	0,2130
8,6500	0,2159
8,6750	0,2203
8,7000	0,2224
8,7250	0,2237
8,7500	0,2246
8,7750	0,2248
8,8000	0,2241
8,8250	0,2231
8,8500	0,2212
8,8750	0,2191
8,9000	0,2146
8,9250	0,2116
8,9500	0,2085
8,9750	0,2056
9,0000	0,2027
9,0250	0,2003
9,0500	0,1984
9,0750	0,1968
9,1000	0,1959
9,1250	0,1957
9,1500	0,1962
9,1750	0,1974
9,2000	0,1991
9,2250	0,2013
9,2500	0,2041
9,2750	0,2070
9,3000	0,2099
9,3250	0,2130
9,3500	0,2158
9,3750	0,2201
9,4000	0,2222
9,4250	0,2237
9,4500	0,2246
9,4750	0,2248
9,5000	0,2243
9,5250	0,2231
9,5500	0,2214
9,5750	0,2192
9,6000	0,2146
9,6250	0,2116
9,6500	0,2087
9,6750	0,2056
9,7000	0,2028
9,7250	0,2004
9,7500	0,1984
9,7750	0,1968
9,8000	0,1961
9,8250	0,1959
9,8500	0,1962
9,8750	0,1974
9,9000	0,1991
9,9250	0,2014
9,9500	0,2039
9,9750	0,2068
10,0000	0,2099
