Time (s) Run #16	Position (m) Run #16
0,0000	0,1869
0,0250	0,1892
0,0500	0,1914
0,0750	0,1933
0,1000	0,1950
0,1250	0,1964
0,1500	0,1973
0,1750	0,1978
0,2000	0,1978
0,2250	0,1971
0,2500	0,1963
0,2750	0,1947
0,3000	0,1930
0,3250	0,1910
0,3500	0,1887
0,3750	0,1863
0,4000	0,1839
0,4250	0,1817
0,4500	0,1796
0,4750	0,1777
0,5000	0,1763
0,5250	0,1753
0,5500	0,1748
0,5750	0,1746
0,6000	0,1749
0,6250	0,1759
0,6500	0,1773
0,6750	0,1788
0,7000	0,1809
0,7250	0,1831
0,7500	0,1854
0,7750	0,1878
0,8000	0,1902
0,8250	0,1923
0,8500	0,1942
0,8750	0,1957
0,9000	0,1969
0,9250	0,1976
0,9500	0,1978
0,9750	0,1975
1,0000	0,1968
1,0250	0,1956
1,0500	0,1941
1,0750	0,1920
1,1000	0,1899
1,1250	0,1875
1,1500	0,1851
1,1750	0,1829
1,2000	0,1806
1,2250	0,1786
1,2500	0,1770
1,2750	0,1758
1,3000	0,1749
1,3250	0,1746
1,3500	0,1747
1,3750	0,1754
1,4000	0,1764
1,4250	0,1780
1,4500	0,1799
1,4750	0,1819
1,5000	0,1842
1,5250	0,1866
1,5500	0,1888
1,5750	0,1912
1,6000	0,1931
1,6250	0,1948
1,6500	0,1962
1,6750	0,1973
1,7000	0,1978
1,7250	0,1978
1,7500	0,1971
1,7750	0,1963
1,8000	0,1949
1,8250	0,1930
1,8500	0,1911
1,8750	0,1887
1,9000	0,1865
1,9250	0,1841
1,9500	0,1818
1,9750	0,1798
2,0000	0,1779
2,0250	0,1765
2,0500	0,1753
2,0750	0,1748
2,1000	0,1746
2,1250	0,1751
2,1500	0,1759
2,1750	0,1771
2,2000	0,1788
2,2250	0,1807
2,2500	0,1830
2,2750	0,1852
2,3000	0,1876
2,3250	0,1900
2,3500	0,1921
2,3750	0,1940
2,4000	0,1955
2,4250	0,1968
2,4500	0,1974
2,4750	0,1978
2,5000	0,1975
2,5250	0,1968
2,5500	0,1956
2,5750	0,1941
2,6000	0,1922
2,6250	0,1899
2,6500	0,1877
2,6750	0,1853
2,7000	0,1831
2,7250	0,1808
2,7500	0,1787
2,7750	0,1772
2,8000	0,1760
2,8250	0,1751
2,8500	0,1748
2,8750	0,1747
2,9000	0,1754
2,9250	0,1764
2,9500	0,1780
2,9750	0,1797
3,0000	0,1818
3,0250	0,1840
3,0500	0,1864
3,0750	0,1888
3,1000	0,1910
3,1250	0,1929
3,1500	0,1948
3,1750	0,1962
3,2000	0,1971
3,2250	0,1976
3,2500	0,1976
3,2750	0,1971
3,3000	0,1963
3,3250	0,1949
3,3500	0,1932
3,3750	0,1911
3,4000	0,1889
3,4250	0,1865
3,4500	0,1843
3,4750	0,1818
3,5000	0,1798
3,5250	0,1781
3,5500	0,1765
3,5750	0,1755
3,6000	0,1748
3,6250	0,1747
3,6500	0,1751
3,6750	0,1759
3,7000	0,1771
3,7250	0,1787
3,7500	0,1807
3,7750	0,1828
3,8000	0,1852
3,8250	0,1876
3,8500	0,1898
3,8750	0,1919
3,9000	0,1938
3,9250	0,1955
3,9500	0,1966
3,9750	0,1975
4,0000	0,1976
4,0250	0,1975
4,0500	0,1968
4,0750	0,1956
4,1000	0,1941
4,1250	0,1922
4,1500	0,1901
4,1750	0,1879
4,2000	0,1855
4,2250	0,1832
4,2500	0,1810
4,2750	0,1789
4,3000	0,1774
4,3250	0,1760
4,3500	0,1751
4,3750	0,1748
4,4000	0,1747
4,4250	0,1754
4,4500	0,1764
4,4750	0,1778
4,5000	0,1795
4,5250	0,1816
4,5500	0,1840
4,5750	0,1862
4,6000	0,1885
4,6250	0,1909
4,6500	0,1928
4,6750	0,1947
4,7000	0,1961
4,7250	0,1969
4,7500	0,1975
4,7750	0,1976
4,8000	0,1971
4,8250	0,1963
4,8500	0,1949
4,8750	0,1932
4,9000	0,1913
4,9250	0,1891
4,9500	0,1867
4,9750	0,1844
5,0000	0,1820
5,0250	0,1800
5,0500	0,1780
5,0750	0,1767
