Time (s) Run #7	Position (m) Run #7
0,0000	0,1980
0,0250	0,1955
0,0500	0,1929
0,0750	0,1905
0,1000	0,1882
0,1250	0,1863
0,1500	0,1848
0,1750	0,1837
0,2000	0,1834
0,2250	0,1833
0,2500	0,1840
0,2750	0,1854
0,3000	0,1871
0,3250	0,1891
0,3500	0,1916
0,3750	0,1940
0,4000	0,1965
0,4250	0,1988
0,4500	0,2009
0,4750	0,2026
0,5000	0,2038
0,5250	0,2047
0,5500	0,2047
0,5750	0,2042
0,6000	0,2032
0,6250	0,2018
0,6500	0,1997
0,6750	0,1975
0,7000	0,1951
0,7250	0,1925
0,7500	0,1901
0,7750	0,1879
0,8000	0,1860
0,8250	0,1846
0,8500	0,1837
0,8750	0,1833
0,9000	0,1835
0,9250	0,1844
0,9500	0,1855
0,9750	0,1874
1,0000	0,1895
1,0250	0,1919
1,0500	0,1945
1,0750	0,1969
1,1000	0,1991
1,1250	0,2012
1,1500	0,2028
1,1750	0,2040
1,2000	0,2045
1,2250	0,2045
1,2500	0,2040
1,2750	0,2028
1,3000	0,2013
1,3250	0,1992
1,3500	0,1970
1,3750	0,1946
1,4000	0,1920
1,4250	0,1896
1,4500	0,1875
1,4750	0,1858
1,5000	0,1844
1,5250	0,1837
1,5500	0,1833
1,5750	0,1837
1,6000	0,1847
1,6250	0,1861
1,6500	0,1880
1,6750	0,1900
1,7000	0,1924
1,7250	0,1950
1,7500	0,1974
1,7750	0,1996
1,8000	0,2015
1,8250	0,2031
1,8500	0,2042
1,8750	0,2047
1,9000	0,2045
1,9250	0,2038
1,9500	0,2027
1,9750	0,2009
2,0000	0,1989
2,0250	0,1965
2,0500	0,1941
2,0750	0,1915
2,1000	0,1892
2,1250	0,1872
2,1500	0,1854
2,1750	0,1842
2,2000	0,1835
2,2250	0,1833
2,2500	0,1838
2,2750	0,1849
2,3000	0,1864
2,3250	0,1883
2,3500	0,1905
2,3750	0,1929
2,4000	0,1955
2,4250	0,1979
2,4500	0,2002
2,4750	0,2021
2,5000	0,2035
2,5250	0,2043
2,5500	0,2047
2,5750	0,2045
2,6000	0,2037
2,6250	0,2023
2,6500	0,2006
2,6750	0,1985
2,7000	0,1961
2,7250	0,1936
2,7500	0,1911
2,7750	0,1887
2,8000	0,1868
2,8250	0,1851
2,8500	0,1841
2,8750	0,1835
2,9000	0,1833
2,9250	0,1840
2,9500	0,1850
2,9750	0,1866
3,0000	0,1886
3,0250	0,1909
3,0500	0,1934
3,0750	0,1959
3,1000	0,1983
3,1250	0,2003
3,1500	0,2022
3,1750	0,2036
3,2000	0,2043
