Time (s) Run #13	Position (m) Run #13
0,0000	0,2055
0,0250	0,2018
0,0500	0,1982
0,0750	0,1943
0,1000	0,1907
0,1250	0,1872
0,1500	0,1841
0,1750	0,1815
0,2000	0,1798
0,2250	0,1787
0,2500	0,1785
0,2750	0,1792
0,3000	0,1806
0,3250	0,1826
0,3500	0,1853
0,3750	0,1886
0,4000	0,1922
0,4250	0,1960
0,4500	0,2000
0,4750	0,2036
0,5000	0,2068
0,5250	0,2098
0,5500	0,2120
0,5750	0,2136
0,6000	0,2145
0,6250	0,2145
0,6500	0,2137
0,6750	0,2120
0,7000	0,2097
0,7250	0,2068
0,7500	0,2034
0,7750	0,1998
0,8000	0,1960
0,8250	0,1922
0,8500	0,1886
0,8750	0,1853
0,9000	0,1825
0,9250	0,1805
0,9500	0,1791
0,9750	0,1785
1,0000	0,1789
1,0250	0,1799
1,0500	0,1816
1,0750	0,1841
1,1000	0,1872
1,1250	0,1907
1,1500	0,1944
1,1750	0,1982
1,2000	0,2020
1,2250	0,2055
1,2500	0,2086
1,2750	0,2112
1,3000	0,2131
1,3250	0,2143
1,3500	0,2145
1,3750	0,2142
1,4000	0,2128
1,4250	0,2108
1,4500	0,2082
1,4750	0,2049
1,5000	0,2015
1,5250	0,1977
1,5500	0,1938
1,5750	0,1901
1,6000	0,1867
1,6250	0,1837
1,6500	0,1813
1,6750	0,1798
1,7000	0,1787
1,7250	0,1787
1,7500	0,1794
1,7750	0,1809
1,8000	0,1829
1,8250	0,1859
1,8500	0,1891
1,8750	0,1927
1,9000	0,1965
1,9250	0,2003
1,9500	0,2039
1,9750	0,2072
2,0000	0,2101
2,0250	0,2122
2,0500	0,2138
2,0750	0,2145
2,1000	0,2143
2,1250	0,2135
2,1500	0,2118
2,1750	0,2094
2,2000	0,2063
2,2250	0,2030
2,2500	0,1993
2,2750	0,1955
2,3000	0,1917
2,3250	0,1882
2,3500	0,1850
2,3750	0,1824
2,4000	0,1805
2,4250	0,1791
2,4500	0,1787
2,4750	0,1790
2,5000	0,1802
2,5250	0,1821
2,5500	0,1847
2,5750	0,1877
2,6000	0,1912
2,6250	0,1948
2,6500	0,1987
2,6750	0,2024
2,7000	0,2058
2,7250	0,2089
2,7500	0,2113
2,7750	0,2131
2,8000	0,2141
2,8250	0,2145
2,8500	0,2138
2,8750	0,2125
2,9000	0,2104
2,9250	0,2077
2,9500	0,2044
2,9750	0,2008
3,0000	0,1970
3,0250	0,1932
3,0500	0,1896
3,0750	0,1863
3,1000	0,1836
3,1250	0,1811
3,1500	0,1796
3,1750	0,1789
3,2000	0,1789
3,2250	0,1797
3,2500	0,1812
3,2750	0,1835
3,3000	0,1864
3,3250	0,1896
3,3500	0,1932
3,3750	0,1970
3,4000	0,2008
3,4250	0,2044
3,4500	0,2075
3,4750	0,2103
3,5000	0,2124
3,5250	0,2138
3,5500	0,2143
3,5750	0,2142
3,6000	0,2132
3,6250	0,2113
3,6500	0,2089
3,6750	0,2058
3,7000	0,2024
3,7250	0,1987
3,7500	0,1950
3,7750	0,1912
3,8000	0,1877
3,8250	0,1846
3,8500	0,1820
3,8750	0,1803
3,9000	0,1791
3,9250	0,1787
3,9500	0,1792
3,9750	0,1804
4,0000	0,1824
4,0250	0,1850
4,0500	0,1881
4,0750	0,1917
4,1000	0,1955
4,1250	0,1993
4,1500	0,2029
4,1750	0,2063
4,2000	0,2093
4,2250	0,2115
4,2500	0,2133
4,2750	0,2143
4,3000	0,2143
4,3250	0,2137
4,3500	0,2123
4,3750	0,2101
4,4000	0,2073
4,4250	0,2041
4,4500	0,2003
4,4750	0,1967
4,5000	0,1929
4,5250	0,1893
4,5500	0,1860
4,5750	0,1832
4,6000	0,1810
4,6250	0,1796
4,6500	0,1789
4,6750	0,1789
4,7000	0,1799
4,7250	0,1814
4,7500	0,1838
4,7750	0,1867
4,8000	0,1902
4,8250	0,1938
4,8500	0,1975
4,8750	0,2013
4,9000	0,2048
4,9250	0,2079
4,9500	0,2107
4,9750	0,2126
5,0000	0,2138
5,0250	0,2143
5,0500	0,2140
5,0750	0,2130
5,1000	0,2111
5,1250	0,2085
5,1500	0,2055
5,1750	0,2020
5,2000	0,1982
5,2250	0,1944
5,2500	0,1908
5,2750	0,1874
5,3000	0,1844
5,3250	0,1818
5,3500	0,1801
5,3750	0,1791
5,4000	0,1789
5,4250	0,1794
5,4500	0,1807
5,4750	0,1828
5,5000	0,1855
5,5250	0,1886
5,5500	0,1922
5,5750	0,1958
5,6000	0,1996
5,6250	0,2032
5,6500	0,2067
5,6750	0,2094
5,7000	0,2117
5,7250	0,2133
5,7500	0,2141
5,7750	0,2142
5,8000	0,2133
5,8250	0,2118
5,8500	0,2096
5,8750	0,2068
5,9000	0,2034
5,9250	0,1998
5,9500	0,1962
5,9750	0,1924
6,0000	0,1888
6,0250	0,1856
6,0500	0,1829
6,0750	0,1808
6,1000	0,1796
6,1250	0,1789
6,1500	0,1790
6,1750	0,1802
6,2000	0,1819
6,2250	0,1843
6,2500	0,1872
6,2750	0,1907
6,3000	0,1943
6,3250	0,1981
6,3500	0,2017
6,3750	0,2053
6,4000	0,2082
6,4250	0,2108
6,4500	0,2127
6,4750	0,2138
6,5000	0,2143
6,5250	0,2138
6,5500	0,2126
6,5750	0,2106
6,6000	0,2080
6,6250	0,2049
6,6500	0,2015
6,6750	0,1977
6,7000	0,1939
6,7250	0,1903
6,7500	0,1870
6,7750	0,1841
6,8000	0,1817
6,8250	0,1801
6,8500	0,1791
6,8750	0,1789
6,9000	0,1795
6,9250	0,1811
6,9500	0,1831
6,9750	0,1859
7,0000	0,1891
7,0250	0,1927
7,0500	0,1963
7,0750	0,2001
7,1000	0,2037
7,1250	0,2070
7,1500	0,2098
7,1750	0,2119
7,2000	0,2134
7,2250	0,2141
7,2500	0,2142
7,2750	0,2131
7,3000	0,2116
7,3250	0,2092
7,3500	0,2063
7,3750	0,2030
7,4000	0,1994
7,4250	0,1957
7,4500	0,1919
7,4750	0,1884
7,5000	0,1853
7,5250	0,1827
7,5500	0,1806
7,5750	0,1794
7,6000	0,1789
7,6250	0,1792
7,6500	0,1804
7,6750	0,1821
7,7000	0,1847
7,7250	0,1878
7,7500	0,1910
7,7750	0,1948
7,8000	0,1984
7,8250	0,2022
7,8500	0,2056
7,8750	0,2086
7,9000	0,2110
7,9250	0,2127
7,9500	0,2140
7,9750	0,2142
8,0000	0,2137
8,0250	0,2123
8,0500	0,2102
8,0750	0,2077
8,1000	0,2044
8,1250	0,2010
8,1500	0,1972
8,1750	0,1936
8,2000	0,1900
8,2250	0,1867
8,2500	0,1837
8,2750	0,1815
8,3000	0,1799
8,3250	0,1791
8,3500	0,1790
8,3750	0,1799
8,4000	0,1814
8,4250	0,1836
8,4500	0,1864
8,4750	0,1896
8,5000	0,1931
8,5250	0,1969
8,5500	0,2006
8,5750	0,2041
8,6000	0,2072
8,6250	0,2100
8,6500	0,2120
8,6750	0,2134
8,7000	0,2140
8,7250	0,2138
8,7500	0,2128
8,7750	0,2111
8,8000	0,2087
8,8250	0,2058
8,8500	0,2024
8,8750	0,1987
8,9000	0,1951
8,9250	0,1915
8,9500	0,1881
8,9750	0,1850
9,0000	0,1824
9,0250	0,1806
9,0500	0,1794
9,0750	0,1790
9,1000	0,1794
9,1250	0,1807
9,1500	0,1826
9,1750	0,1850
9,2000	0,1881
9,2250	0,1915
9,2500	0,1953
9,2750	0,1989
9,3000	0,2025
9,3250	0,2060
9,3500	0,2089
9,3750	0,2112
9,4000	0,2129
9,4250	0,2138
9,4500	0,2140
9,4750	0,2133
9,5000	0,2120
9,5250	0,2099
9,5500	0,2072
9,5750	0,2039
9,6000	0,2005
9,6250	0,1967
9,6500	0,1931
9,6750	0,1894
9,7000	0,1862
9,7250	0,1836
9,7500	0,1813
9,7750	0,1799
9,8000	0,1790
9,8250	0,1792
9,8500	0,1801
9,8750	0,1816
9,9000	0,1840
9,9250	0,1867
9,9500	0,1902
9,9750	0,1936
10,0000	0,1974
